City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2057087,Kupang,20,ID,1601532616,34,-10.17,123.58,96.8,24.16
3440777,Rocha,0,UY,1601532616,94,-34.48,-54.33,59.09,4.12
2015217,Tokur,35,RU,1601532617,48,53.13,132.9,51.62,1.61
5044290,Saint Anthony,20,US,1601532617,75,45.02,-93.22,48.2,10.29
5325327,Avenal,75,US,1601532617,46,36.0,-120.13,71.6,5.82
6185377,Yellowknife,75,CA,1601532618,86,62.46,-114.35,39.2,8.05
643644,Orimattila,77,FI,1601532618,99,60.8,25.73,48.99,1.01
2022773,Khandyga,100,RU,1601532618,67,62.67,135.6,41.43,3.6
3423146,Ilulissat,9,GL,1601532619,57,69.22,-51.1,19.4,10.29
3932145,Pisco,20,PE,1601532620,82,-13.7,-76.22,62.6,13.87
1502073,Krasnosel'kup,99,RU,1601532620,72,65.7,82.47,39.88,9.13
3573374,The Valley,40,AI,1601532621,88,18.22,-63.06,81.0,10.29
1003764,Frankfort,65,ZA,1601532621,80,-27.27,28.48,58.48,12.21
2122614,Ekhabi,60,RU,1601532621,64,53.51,142.97,51.96,8.1
5654391,Glendive,1,US,1601532622,60,47.11,-104.71,39.2,5.82
3668605,Santa Marta,100,CO,1601532622,81,11.24,-74.2,80.01,2.17
1714733,Dingle,82,PH,1601532623,75,11.0,122.67,86.97,7.87
1047660,Cuamba,0,MZ,1601532391,42,-14.8,36.54,80.55,5.84
1280037,Shache,96,CN,1601532623,23,38.42,77.24,69.6,12.44
542184,Krasnovishersk,93,RU,1601532624,83,60.41,57.08,50.9,3.36
6096551,Pangnirtung,0,CA,1601532624,86,66.15,-65.71,24.6,8.21
1651810,Airai,63,TL,1601532625,44,-8.93,125.41,77.97,7.52
3572189,High Rock,3,BS,1601532625,71,26.62,-78.28,82.89,3.36
2126785,Belaya Gora,0,RU,1601532625,66,68.53,146.42,38.98,9.62
726050,Varna,75,BG,1601532626,71,43.22,27.92,60.01,1.12
2174444,Bowen,3,AU,1601532626,34,-20.02,148.23,82.4,13.87
2467368,Sajanan,40,TN,1601532626,93,37.06,9.24,62.6,3.36
3175096,Laas,40,IT,1601532627,87,46.62,10.7,53.6,1.12
1242110,Kalmunai,79,LK,1601532627,50,7.42,81.82,88.47,0.49
1788852,Xining,52,CN,1601532627,43,36.62,101.77,60.64,5.41
86049,Jalu,70,LY,1601532628,61,29.03,21.55,74.14,9.98
2170581,Coolum Beach,22,AU,1601532628,68,-26.53,153.1,73.99,8.99
780687,Berlevåg,75,NO,1601532628,87,70.86,29.09,51.8,10.29
1180729,Dalbandin,0,PK,1601532629,16,28.89,64.41,79.43,9.71
2120048,Ust-Nera,65,RU,1601532629,69,64.57,143.2,35.8,3.94
2012530,Zhigansk,89,RU,1601532630,86,66.77,123.37,33.58,4.18
3665202,Aripuanã,87,BR,1601532630,92,-9.17,-60.63,72.5,1.74
1729564,Bacolod City,98,PH,1601532631,75,10.67,122.95,85.62,8.57
1142226,Dawlatabad,0,AF,1601532631,33,36.41,64.91,67.44,6.26
775986,Bielsk Podlaski,100,PL,1601532631,77,52.77,23.19,55.0,1.99
1337618,Manadhoo,37,MV,1601532632,74,5.77,73.38,81.82,12.5
2347758,Bara,90,NG,1601532632,94,10.37,10.73,72.55,4.47
1539209,Gubkinskiy,99,RU,1601532632,89,64.43,76.5,44.51,5.32
1529376,Korla,100,CN,1601532633,26,41.76,86.15,62.35,6.58
601551,Akdepe,0,TM,1601532633,27,42.06,59.38,60.8,4.7
5563839,Fortuna,90,US,1601532634,100,40.6,-124.16,55.99,5.14
2177069,Ballina,56,AU,1601532634,60,-28.87,153.57,75.2,14.99
6050066,La Ronge,90,CA,1601532634,80,55.1,-105.28,41.0,4.7
1489499,Togur,94,RU,1601532635,69,58.36,82.83,42.35,4.99
2181625,Te Anau,82,NZ,1601532636,80,-45.42,167.72,45.91,5.01
3651251,Saquisilí,38,EC,1601532636,79,-0.83,-78.67,47.07,6.96
6696258,Campbellton,0,CA,1601532636,81,48.01,-66.67,51.49,7.31
3563609,Condado,75,CU,1601532637,94,21.88,-79.84,73.4,1.12
286245,Sur,0,OM,1601532637,40,22.57,59.53,90.21,6.46
535839,Leshukonskoye,100,RU,1601532637,88,64.9,45.76,49.26,5.37
1516589,Zhezkazgan,99,KZ,1601532638,23,47.8,67.71,50.0,13.42
3910901,Mairana,2,BO,1601532638,91,-18.12,-63.93,55.69,3.85
1626542,Sorong,100,ID,1601532438,72,-0.88,131.25,85.64,11.07
1263780,Mangalore,75,IN,1601532639,70,12.87,74.88,84.2,9.17
3671387,Puerto Nariño,75,CO,1601532639,100,-3.77,-70.38,69.8,2.55
305681,Kumluca,0,TR,1601532640,49,36.37,30.29,76.84,0.85
2127060,Arman',2,RU,1601532640,63,59.7,150.17,52.14,1.66
2206854,Gisborne,88,NZ,1601532641,66,-38.65,178.0,57.0,1.99
2068110,Kununurra,61,AU,1601532641,47,-15.77,128.73,96.8,4.7
4220629,St. Marys,1,US,1601532641,87,30.73,-81.55,62.01,4.34
3397763,Jacareacanga,19,BR,1601532642,96,-6.22,-57.75,70.83,0.11
3420846,Qaqortoq,99,GL,1601532642,54,60.72,-46.03,28.4,8.43
3893726,Constitución,95,CL,1601532642,71,-35.33,-72.42,44.53,7.4
572520,Borisoglebskiy,100,RU,1601532643,76,57.26,39.15,51.8,2.24
6137462,Saint-Augustin,90,CA,1601532644,83,51.23,-58.65,58.75,20.6
1058381,Morondava,0,MG,1601532644,48,-20.28,44.28,82.98,1.43
2120591,Tilichiki,98,RU,1601532644,93,60.47,166.1,41.29,3.22
640276,Raahe,90,FI,1601532645,100,64.68,24.48,51.01,4.7
6324729,Halifax,90,CA,1601532626,97,44.65,-63.57,61.0,1.01
5282297,Bethel,1,US,1601532645,63,41.37,-73.41,60.8,9.17
5866583,Saint Paul Harbor,90,US,1601532646,87,57.79,-152.41,51.8,10.29
1276128,Bharatpur,0,IN,1601532646,20,27.22,77.48,97.99,11.05
1803834,Liaocheng,92,CN,1601532647,48,36.44,115.96,80.31,12.24
3697441,El Alto,2,PE,1601532647,83,-4.27,-81.21,63.05,12.77
4506487,Bexley,1,US,1601532647,71,39.97,-82.94,51.8,4.7
1735106,George Town,20,MY,1601532492,62,5.41,100.34,89.6,8.05
4031574,Provideniya,44,RU,1601532648,70,64.38,-173.3,42.8,11.18
2514651,Los Llanos de Aridane,75,ES,1601532649,69,28.66,-17.92,73.4,11.41
2422968,Boffa,93,GN,1601532649,92,10.17,-14.03,75.74,2.48
5919850,Chapais,90,CA,1601532650,100,49.78,-74.85,44.6,4.7
1252795,Yanam,90,IN,1601532650,83,16.73,82.22,82.4,6.93
671248,Pătulele,100,RO,1601532650,73,44.35,22.77,57.09,12.24
5067114,Douglas,1,US,1601532651,48,41.3,-96.17,52.0,6.93
5364271,Laguna,1,US,1601532651,60,38.42,-121.42,78.01,3.36
4535823,Elk City,1,US,1601532439,51,35.41,-99.4,62.6,6.93
376332,Doka,99,SD,1601532609,83,13.52,35.77,74.73,8.01
2112802,Hasaki,75,JP,1601532652,88,35.73,140.83,72.0,6.93
1629001,Samarinda,50,ID,1601532653,52,-0.5,117.15,91.56,4.97
3421765,Nanortalik,100,GL,1601532653,77,60.14,-45.24,36.55,15.7
2129376,Kushiro,75,JP,1601532654,68,42.98,144.37,64.4,3.36
124193,Meybod,75,IR,1601532654,19,32.25,54.02,68.0,6.93
1262083,Nālāgarh,0,IN,1601532655,41,31.05,76.72,75.2,4.7
1498283,Mugur-Aksy,100,RU,1601532656,82,50.35,90.5,31.14,8.19
215771,Isiro,93,CD,1601532656,94,2.77,27.62,71.4,1.05
2636790,Stornoway,20,GB,1601532656,93,58.21,-6.39,42.01,3.36
6058024,Lloydminster,1,CA,1601532506,83,53.28,-110.0,32.0,4.7
777019,Vardø,75,NO,1601532657,87,70.37,31.11,51.8,11.41
3460355,Jaciara,100,BR,1601532657,28,-15.97,-54.97,77.74,1.86
2019488,Namtsy,90,RU,1601532658,86,62.72,129.67,37.4,11.18
293842,Kiryat Gat,4,IL,1601532605,81,31.61,34.76,79.0,3.0
1280849,Kashgar,40,CN,1601532659,29,39.45,75.98,62.6,2.24
3393692,Itarema,32,BR,1601532659,79,-2.92,-39.92,77.18,14.61
2109528,Buala,100,SB,1601532660,93,-8.14,159.59,76.69,4.12
3664659,Carauari,100,BR,1601532660,98,-4.88,-66.9,71.6,2.82
6150293,Smoky Lake,2,CA,1601532660,95,54.12,-112.47,34.0,9.28
2016307,Solnechnyy,1,RU,1601532661,55,50.72,136.63,55.67,4.03
286621,Salalah,75,OM,1601532661,78,17.02,54.09,80.6,3.36
686090,Asău,99,RO,1601532662,93,46.43,26.4,50.0,2.84
2098329,Daru,100,PG,1601532662,79,-9.08,143.21,78.6,16.17
3157549,Finnsnes,75,NO,1601532663,100,69.23,17.98,42.8,5.82
1695751,Panacan,100,PH,1601532663,68,9.25,118.41,86.54,7.94
551846,Lagan,0,RU,1601532664,48,45.39,47.37,65.59,28.77
2090021,Namatanai,93,PG,1601532664,76,-3.67,152.43,82.89,5.26
6148373,Sioux Lookout,75,CA,1601532421,93,50.1,-91.92,37.4,8.05
1491977,Shumskiy,100,RU,1601532665,61,54.83,99.13,41.23,2.46
2013392,Vilyuysk,61,RU,1601532665,70,63.76,121.62,37.74,5.12
5895424,Bay Roberts,49,CA,1601532517,1,47.6,-53.26,72.0,19.75
1855540,Naze,20,JP,1601532666,65,28.37,129.48,82.4,16.11
1710519,Isabela,75,PH,1601532667,74,6.71,121.97,86.0,10.29
2032201,Bulgan,76,MN,1601532667,58,48.81,103.53,41.86,4.18
2094342,Kavieng,89,PG,1601532668,73,-2.57,150.8,84.36,8.25
4589446,North Myrtle Beach,1,US,1601532668,93,33.82,-78.68,59.0,3.78
60019,Eyl,40,SO,1601532669,55,7.98,49.82,85.41,16.87
650224,Kuopio,75,FI,1601532669,93,62.89,27.68,51.8,4.7
3662489,Santa Isabel Rio Negro,80,BR,1601532669,98,-0.41,-65.02,72.23,3.42
2065594,Mount Isa,67,AU,1601532670,13,-20.73,139.5,93.2,10.29
2172797,Cairns,3,AU,1601532390,51,-16.92,145.77,84.2,14.99
1267454,Mahuva,19,IN,1601532671,61,21.09,71.76,85.98,5.35
1814093,Dali,39,CN,1601532672,52,25.7,100.18,77.5,4.74
2595299,Coyah,89,GN,1601532672,93,9.75,-13.42,73.96,0.76
2162662,Inverell,52,AU,1601532673,39,-29.78,151.12,68.0,6.91
3671325,Puerto Santander,65,CO,1601532673,90,8.36,-72.41,72.73,2.53
1862505,Hirara,20,JP,1601532526,65,24.8,125.28,84.2,16.11
5516288,Andrews,1,US,1601532674,25,32.32,-102.55,64.4,4.7
4034551,Faanui,28,PF,1601532674,77,-16.48,-151.75,79.05,24.63
4014336,Chihuahua,0,MX,1601532458,36,28.5,-106.0,64.0,1.99
1529651,Altay,0,CN,1601532675,58,47.87,88.12,43.68,5.12
3946820,Barranca,98,PE,1601532554,88,-10.75,-77.77,60.53,8.43
2156034,Muswellbrook,45,AU,1601532676,47,-32.27,150.9,73.0,8.01
3869716,Tocopilla,64,CL,1601532676,62,-22.09,-70.2,60.6,3.29
55671,Kismayo,27,SO,1601532677,73,-0.36,42.55,81.19,11.97
3353383,Rundu,0,NA,1601532677,48,-17.93,19.77,75.38,13.13
935221,Saint-Paul,5,RE,1601532678,73,-21.01,55.27,77.0,11.41
3414079,Olafsvik,100,IS,1601532678,80,64.89,-23.71,38.88,6.22
1586185,Cao Bang,100,VN,1601532679,64,22.67,106.25,86.11,3.44
1259264,Pulivendla,75,IN,1601532679,78,14.42,78.23,82.4,6.93
986717,Kruisfontein,100,ZA,1601532680,94,-34.0,24.73,53.01,15.01
5536630,Cedar City,1,US,1601532680,19,37.68,-113.06,57.2,6.93
359783,Assiut,12,EG,1601532681,34,27.18,31.18,85.93,7.29
1501988,Krasnozerskoye,96,RU,1601532681,75,53.98,79.24,44.85,7.4
3461090,Iporá,83,BR,1601532682,28,-16.44,-51.12,78.78,3.67
4031742,Egvekinot,62,RU,1601532682,96,66.32,-179.17,31.15,5.41
2017658,Preobrazheniye,33,RU,1601532683,64,42.9,133.91,59.2,9.91
3456763,Moreira Sales,0,BR,1601532683,44,-24.06,-53.01,76.57,5.99
3356264,Keetmanshoop,25,NA,1601532684,75,-26.58,18.13,42.8,16.11
3443061,Chui,0,UY,1601532684,96,-33.7,-53.46,60.76,4.52
1528998,Yumen,0,CN,1601532685,32,40.28,97.2,54.81,13.58
2374583,Bubaque,100,GW,1601532685,72,11.28,-15.83,82.18,3.42
4686163,Dickinson,1,US,1601532685,72,29.46,-95.05,69.01,5.19
1626703,Soe,99,ID,1601532686,39,-9.86,124.28,85.17,13.76
1819729,Hong Kong,87,HK,1601532485,73,22.29,114.16,82.99,3.0
1855342,Nishihara,75,JP,1601532688,100,26.18,127.76,80.6,10.29
352733,Marsá Maţrūḩ,0,EG,1601532689,64,31.35,27.25,76.41,8.72
2070998,Geraldton,40,AU,1601532689,53,-28.77,114.6,71.6,13.87
3470137,Belmonte,40,BR,1601532690,94,-15.86,-38.88,69.8,7.05
2016216,Sosnovo-Ozerskoye,100,RU,1601532690,62,52.52,111.54,43.93,9.22
5826559,Green River,1,US,1601532690,49,41.53,-109.47,46.4,13.87
2409215,Mattru,97,SL,1601532691,98,7.62,-11.83,72.34,0.43
1488931,Turinskaya Sloboda,6,RU,1601532692,66,57.62,64.39,55.31,4.27
2158767,Mareeba,0,AU,1601532692,51,-17.0,145.43,84.99,14.99
889191,Karoi,1,ZW,1601532693,56,-16.81,29.69,71.82,13.31
779554,Honningsvåg,75,NO,1601532693,87,70.98,25.97,50.0,10.29
4868306,Moville,1,US,1601532693,52,42.49,-96.07,51.01,6.93
868355,Kochubey,84,RU,1601532694,42,44.39,46.58,67.78,29.42
2319133,Warri,100,NG,1601532694,94,5.52,5.75,74.71,1.95
1816751,Beidao,100,CN,1601532695,75,34.57,105.89,56.77,1.19
1226260,Trincomalee,19,LK,1601532695,59,8.57,81.23,88.97,14.58
529368,Marfino,51,RU,1601532696,62,55.7,37.38,51.8,8.95
1177446,Gwadar,0,PK,1601532696,50,25.12,62.33,86.68,3.22
2293507,Aboisso,100,CI,1601532697,91,5.47,-3.21,74.62,5.32
1062663,Mahajanga,40,MG,1601532697,69,-15.72,46.32,82.4,9.17
579266,Baranchinskiy,0,RU,1601532698,61,58.16,59.7,56.57,3.67
219414,Basoko,100,CD,1601532699,93,1.24,23.62,73.38,2.17
3359736,Vredendal,37,ZA,1601532699,65,-31.67,18.5,54.54,4.09
3430443,Necochea,81,AR,1601532699,86,-38.55,-58.74,44.01,1.99
2185329,Otane,84,NZ,1601532700,66,-39.88,176.63,55.99,4.29
5849996,Lahaina,40,US,1601532516,65,20.88,-156.68,82.4,10.29
3687238,Cartagena,89,CO,1601532446,81,10.4,-75.51,79.88,3.65
365742,Torit,23,SS,1601532701,78,4.41,32.57,76.6,0.38
2610806,Vágur,97,FO,1601532702,71,61.47,-6.81,48.61,8.9
921772,Moroni,5,KM,1601532628,62,-11.7,43.26,81.5,2.35
5870133,Nome,90,US,1601532702,61,64.5,-165.41,48.2,12.75
239300,Gambo,90,CF,1601532703,91,4.65,22.26,72.63,2.35
2140466,Moindou,59,NC,1601532704,49,-21.69,165.68,73.4,9.17
3532577,Atotonilco el Grande,69,MX,1601532704,93,20.28,-98.67,50.04,1.68
2172880,Byron Bay,50,AU,1601532705,60,-28.65,153.62,75.0,14.99
5847411,Kahului,40,US,1601532705,65,20.89,-156.47,82.4,10.29
5110365,Broome,75,US,1601532705,71,42.25,-75.83,55.0,8.05
1784543,Zhifang,98,CN,1601532706,51,30.35,114.32,82.4,6.71
1645528,Denpasar,40,ID,1601532547,79,-8.65,115.22,86.0,16.11
762120,Pisz,40,PL,1601532706,93,53.63,21.81,53.6,4.7
2635199,Ullapool,100,GB,1601532707,80,57.9,-5.16,45.0,1.81
2448442,Yorosso,18,ML,1601532707,95,12.35,-4.78,73.18,6.15
499025,Samoded,69,RU,1601532708,92,63.61,40.51,46.92,1.41
2637487,Southampton,12,GB,1601532481,96,50.9,-1.4,50.0,1.99
3395458,Maragogi,34,BR,1601532708,85,-9.01,-35.22,73.92,9.46
5484874,Portales,1,US,1601532709,25,34.19,-103.33,64.4,10.29
962367,Richards Bay,0,ZA,1601532709,68,-28.78,32.04,73.13,10.0
2846939,Riesa,23,DE,1601532709,100,51.3,13.3,46.99,2.24
3469173,Borborema,26,BR,1601532710,32,-21.62,-49.07,77.88,7.81
2513222,Níjar,75,ES,1601532710,88,36.97,-2.21,68.0,4.7
6451497,Hyères,90,FR,1601532710,87,43.12,6.12,61.0,3.36
347634,Ţahţā,0,EG,1601532711,27,26.77,31.5,86.9,8.21
711134,Burshtyn,75,UA,1601532711,100,49.26,24.63,53.6,6.71
2644204,Livingston,75,GB,1601532711,100,55.9,-3.52,46.99,5.82
4228147,Valdosta,1,US,1601532712,93,30.83,-83.28,59.0,2.28
3382160,Cayenne,65,GF,1601532712,94,4.93,-52.33,77.0,8.81
895953,Zambezi,100,ZM,1601532712,63,-13.54,23.1,73.27,1.9
5989403,Kapuskasing,90,CA,1601532713,93,49.42,-82.43,41.0,8.05
2027042,Batagay-Alyta,39,RU,1601532713,76,67.8,130.41,32.76,4.83
2019309,Neryungri,91,RU,1601532714,63,56.67,124.65,46.67,5.53
2021017,Kysyl-Syr,47,RU,1601532714,70,63.9,122.76,37.72,5.68
176146,Mbala,91,ZM,1601532715,41,-8.84,31.37,73.85,4.88
654899,Kajaani,40,FI,1601532715,100,64.23,27.73,50.0,3.36
3654410,Manta,87,EC,1601532715,83,-0.95,-80.73,71.6,9.17
2022129,Kichera,95,RU,1601532716,65,55.94,110.1,38.89,5.37
1650232,Banjar,40,ID,1601532717,79,-8.19,114.97,86.0,16.11
2439376,Tahoua,4,NE,1601532718,88,14.89,5.27,78.8,2.24
3347019,Mossamedes,18,AO,1601532718,84,-15.2,12.15,62.28,7.96
1650064,Barabai,22,ID,1601532719,39,-2.58,115.38,97.75,3.0
3938415,Ilo,83,PE,1601532719,80,-17.64,-71.34,59.29,5.48
4362001,Mayo,1,US,1601532720,77,38.89,-76.51,62.01,3.36
3037902,Amboise,90,FR,1601532720,93,47.41,0.98,55.4,9.17
932960,Werda,0,BW,1601532720,64,-25.27,23.28,70.05,16.06
2446796,Bilma,0,NE,1601532721,25,18.69,12.92,84.61,7.11
2286304,Korhogo,93,CI,1601532721,92,9.45,-5.63,72.43,5.1
2094144,Kerema,100,PG,1601532722,84,-7.96,145.78,79.25,16.37
95788,Hīt,0,IQ,1601532722,24,33.64,42.83,88.32,10.49
218229,Bongandanga,100,CD,1601532723,90,1.5,21.05,73.47,1.16
2250805,Kaolack,100,SN,1601532724,74,14.18,-16.25,80.22,9.08
1128239,Rūdbār,0,AF,1601532724,15,30.15,62.6,77.7,5.59
1490805,Strelka,97,RU,1601532725,77,58.07,93.03,38.23,5.39
3035768,Avallon,100,FR,1601532725,79,47.48,3.9,55.69,11.21
908913,Luwingu,76,ZM,1601532726,37,-10.26,29.93,75.06,10.51
2038067,Chifeng,2,CN,1601532726,26,42.27,118.96,66.04,18.75
3353540,Rehoboth,0,NA,1601532726,33,-23.32,17.08,56.12,8.28
1273874,Kochi,40,IN,1601532640,70,9.94,76.26,86.0,9.17
3158615,Eidsvåg,60,NO,1601532727,58,62.78,8.07,57.2,16.11
3461860,Guaratinga,40,BR,1601532727,94,-16.57,-39.57,69.8,1.21
1254709,Tezu,13,IN,1601532728,44,27.92,96.17,92.57,3.6
2123628,Magadan,4,RU,1601532729,68,59.57,150.8,49.51,2.73
5379439,Ontario,1,US,1601532729,22,34.06,-117.65,84.2,4.7
3424901,Aasiaat,0,GL,1601532730,92,68.71,-52.87,16.86,8.34
5973108,Hearst,100,CA,1601532730,97,49.68,-83.67,38.01,9.31
2643044,Margate,100,GB,1601532730,97,51.38,1.39,55.0,8.99
3354178,Ongandjera,0,NA,1601532731,32,-17.88,15.07,59.99,3.53
2012780,Zabaykal'sk,100,RU,1601532732,91,49.63,117.32,40.62,21.36
5905191,Boissevain,90,CA,1601532496,100,49.23,-100.06,43.0,13.87
3867427,Mayor Pablo Lagerenza,4,PY,1601532733,34,-19.93,-60.77,87.28,10.65
214614,Kamina,30,CD,1601532733,66,-8.74,24.99,75.45,1.77
1640344,Kendari,53,ID,1601532734,63,-3.94,122.5,86.72,7.38
2276492,Harper,100,LR,1601532734,89,4.38,-7.72,76.62,10.22
5329649,Blythe,1,US,1601532734,9,33.61,-114.6,86.0,5.82
2449893,Tessalit,6,ML,1601532735,13,20.2,1.01,85.68,10.25
2381972,Adrar,10,MR,1601532736,19,20.5,-10.07,86.56,14.76
140463,Birjand,40,IR,1601532736,11,32.87,59.22,66.2,4.7
5528182,Pecos,1,US,1601532736,22,31.42,-103.49,66.2,6.93
110690,Faya,5,SA,1601532737,32,18.39,42.45,73.4,2.75
2147714,Sydney,0,AU,1601532443,53,-33.87,151.21,75.0,12.75
3402621,Casa Nova,35,BR,1601532737,77,-9.42,-41.13,70.57,15.66
569359,Cherdyn',97,RU,1601532738,83,60.4,56.48,50.81,3.2
3936456,Lima,90,PE,1601532739,82,-12.04,-77.03,62.6,13.87
3375941,Skeldon,61,GY,1601532739,90,5.88,-57.13,77.65,7.05
4019819,Acaponeta,53,MX,1601532739,79,22.5,-105.36,76.37,2.64
2071860,Esperance,0,AU,1601532740,44,-33.87,121.9,75.2,12.75
523583,Nagorsk,99,RU,1601532741,86,59.32,50.81,52.72,4.7
540769,Kropachëvo,0,RU,1601532741,70,55.01,57.99,53.04,2.55
3839982,Punta Alta,0,AR,1601532741,45,-38.88,-62.07,51.08,14.41
5046038,Sauk Rapids,1,US,1601532742,81,45.59,-94.17,46.0,9.17
2138555,Poum,24,NC,1601532742,64,-20.23,164.02,71.74,10.87
